,id,title,year
556,126792,myrmes,2012
557,46,medici,1995
558,173064,leaving_earth,2015
559,65532,defenders_realm,2010
560,30380,cuba,2007
561,5782,coloretto,2003
562,88,torres,1999
563,107529,kingdom_builder,2011
564,13004,downfall_pompeii,2004
565,155624,specter_ops,2015
566,160495,zhanguo,2014
567,181521,warhammer_quest_adventure_card_game,2015
568,113294,escape_curse_temple,2012
569,20963,fury_dracula_second_edition,2005
570,203416,exit_game_pharaohs_tomb,2016
571,265402,hall_mountain_king,2019
572,100423,elder_sign,2011
573,171499,cacao,2015
574,123540,tokaido,2012
575,3307,wallenstein,2002
576,162007,steampunk_rally,2015
577,258036,between_two_castles_mad_king_ludwig,2018
578,269511,cooper_island,2019
579,213893,yamatai,2017
580,227224,red_cathedral,2020
581,15364,vegas_showdown,2005
582,284435,nova_luna,2019
583,154825,arkwright,2014
584,264055,draftosaurus,2019
585,146278,tash_kalar_arena_legends,2013
586,9823,advanced_squad_leader_starter_kit_1,2004
587,72321,networks,2016
588,699,heroquest,1989
589,193558,oracle_delphi,2016
590,242574,century_eastern_wonders,2018
591,143741,bang_dice_game,2013
592,68425,eminent_domain,2011
593,168584,love_letter_batman,2015
594,586,front,1983
595,285192,destinies,2021
596,170624,crusaders_thy_will_be_done,2018
597,73761,k2,2010
598,163839,feudum,2017
599,232219,dragon_castle,2017
600,432,6_nimmt,1994
601,173442,empires_age_discovery,2015
602,156336,onirim_second_edition,2014
603,36235,duke,2013
604,29603,d_day_omaha_beach,2009
605,2163,space_hulk,1989
606,179803,arcadia_quest_inferno,2017
607,2955,mexica,2002
608,153016,telestrations_12_player_party_pack,2011
609,22345,yspahan,2006
610,55600,shipyard,2009
611,31563,middle_earth_quest,2009
612,167400,ashes_reborn_rise_phoenixborn,2015
613,165401,wir_sind_das_volk,2014
614,226320,my_little_scythe,2017
615,192457,cry_havoc,2016
616,7717,carcassonne_castle,2003
617,168435,between_two_cities,2015
618,87890,pret_porter,2010
619,137988,zombicide_season_2_prison_outbreak,2013
620,69789,ascension_deckbuilding_game,2010
621,266121,unlock_heroic_adventures,2018
622,132018,churchill,2015
623,143515,coal_baron,2013
624,241724,villagers,2019
625,244228,reef,2018
626,79127,star_trek_fleet_captains,2011
627,43528,world_without_end,2009
628,247367,air_land_sea,2018
629,71721,space_hulk_death_angel_card_game,2010
630,26997,1989_dawn_freedom,2012
631,214880,city_big_shoulders,2019
632,201825,ex_libris,2017
633,483,diplomacy,1959
634,156943,saint_petersburg_second_edition,2014
635,158889,summoner_wars_alliances_master_set,2014
636,2398,cribbage,1630
637,220520,caverna_cave_vs_cave,2017
638,256382,disney_villainous,2018
639,47185,warhammer_invasion,2009
640,242639,treasure_island,2018
641,200147,kanagawa,2016
642,183840,oh_my_goods,2015
643,233247,civilization_new_dawn,2017
644,270970,century_new_world,2019
645,20100,wits_wagers,2005
646,110277,among_stars,2012
647,231581,auztralia,2018
648,162286,super_motherload,2015
649,160499,king_new_york,2014
650,38996,washingtons_war,2010
651,169654,deep_sea_adventure,2014
652,249381,estates,2018
653,203417,exit_game_secret_lab,2016
654,170416,vast_crystal_caverns,2016
655,131287,panamax,2014
656,21882,blue_moon_city,2006
657,190082,whitehall_mystery,2017
658,91872,dungeons_dragons_legend_drizzt_board_game,2011
659,135779,fake_artist_goes_new_york,2012
660,169427,middara_unintentional_malum_act_1,2019
661,24800,conflict_heroes_awakening_bear_russia_1941_42,2008
662,41002,vasco_da_gama,2009
663,18098,napoleons_triumph,2007
664,1035,squad_leader,1977
665,244992,mind,2018
666,2453,blokus,2000
667,30957,tribune_primus_inter_pares,2007
668,296912,fort,2020
669,40628,finca,2009
670,177590,13_days_cuban_missile_crisis,2016
671,148575,marvel_dice_masters_avengers_vs_x_men,2014
672,117915,yedo,2012
673,171273,fuse,2015
674,163602,xcom_board_game,2015
675,156566,lords_xidit,2014
676,12002,jambo,2004
677,179275,one_deck_dungeon,2016
678,181687,pursuit_happiness,2015
679,244115,shards_infinity,2018
680,230244,black_angel,2019
681,224597,warhammer_underworlds_shadespire,2017
682,28181,combat_commander_pacific,2008
683,277085,love_letter,2019
684,166384,spyfall,2014
685,113997,tajemnicze_domostwo,2013
686,12962,reef_encounter,2004
687,528,zertz,1999
688,255692,new_frontiers,2018
689,191051,outlive,2017
690,145659,scoville,2014
691,204516,878_vikings_invasions_england,2017
692,158435,dogs_war,2014
693,161417,red7,2014
694,103886,star_wars_card_game,2012
695,35570,tinners_trail,2008
696,214887,co_second_chance,2018
697,137269,spyrium,2013
698,197443,fugitive,2017
699,12891,friedrich,2004
700,94,union_pacific,1999
701,139898,brew_crafters,2013
702,194879,not_alone,2016
703,245961,fleet_dice_game,2018
704,45,perudo,1800
